,success,terms,privacy,timeframe,start_date,end_date,source,quotes
2025-04-16,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.87749, 'USDJPY': 141.933949, 'USDGBP': 0.755655, 'USDAUD': 1.569612, 'USDNZD': 1.68505, 'USDCAD': 1.386055, 'USDCHF': 0.813845, 'USDCNY': 7.34846, 'USDCNH': 7.30124, 'USDHKD': 7.762155, 'USDSGD': 1.310805, 'USDINR': 85.62075, 'USDKRW': 1415.230262, 'USDTWD': 32.393801, 'USDTHB': 33.089753, 'USDIDR': 16802.55, 'USDMYR': 4.4105, 'USDPHP': 56.645002, 'USDVND': 25845, 'USDBRL': 5.866902, 'USDMXN': 19.930296, 'USDCLP': 969.413194, 'USDCOP': 4312.12, 'USDARS': 1138.060047, 'USDRUB': 82.998557, 'USDZAR': 18.83875, 'USDTRY': 38.148398, 'USDAED': 3.673016, 'USDSAR': 3.752417, 'USDQAR': 3.642555, 'USDKWD': 0.30658, 'USDBHD': 0.376874, 'USDOMR': 0.384997, 'USDILS': 3.684502}"
2025-04-17,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.879325, 'USDJPY': 142.384505, 'USDGBP': 0.753835, 'USDAUD': 1.565349, 'USDNZD': 1.67405, 'USDCAD': 1.384165, 'USDCHF': 0.81849, 'USDCNY': 7.301861, 'USDCNH': 7.301655, 'USDHKD': 7.763675, 'USDSGD': 1.310745, 'USDINR': 85.377502, 'USDKRW': 1418.39036, 'USDTWD': 32.52398, 'USDTHB': 33.346964, 'USDIDR': 16862.9, 'USDMYR': 4.407503, 'USDPHP': 56.7125, 'USDVND': 25870, 'USDBRL': 5.808198, 'USDMXN': 19.71941, 'USDCLP': 967.160348, 'USDCOP': 4310, 'USDARS': 1137.970101, 'USDRUB': 82.174309, 'USDZAR': 18.821901, 'USDTRY': 38.0208, 'USDAED': 3.673036, 'USDSAR': 3.752237, 'USDQAR': 3.640603, 'USDKWD': 0.306631, 'USDBHD': 0.376901, 'USDOMR': 0.384998, 'USDILS': 3.68639}"
2025-04-18,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.879325, 'USDJPY': 142.384504, 'USDGBP': 0.753835, 'USDAUD': 1.565349, 'USDNZD': 1.67405, 'USDCAD': 1.384165, 'USDCHF': 0.81849, 'USDCNY': 7.30391, 'USDCNH': 7.30369, 'USDHKD': 7.763675, 'USDSGD': 1.310745, 'USDINR': 85.377504, 'USDKRW': 1418.390383, 'USDTWD': 32.524038, 'USDTHB': 33.347038, 'USDIDR': 16862.9, 'USDMYR': 4.407504, 'USDPHP': 56.712504, 'USDVND': 25870, 'USDBRL': 5.808204, 'USDMXN': 19.71941, 'USDCLP': 967.160396, 'USDCOP': 4310, 'USDARS': 1137.970104, 'USDRUB': 82.174309, 'USDZAR': 18.821904, 'USDTRY': 38.020804, 'USDAED': 3.673042, 'USDSAR': 3.752237, 'USDQAR': 3.640604, 'USDKWD': 0.30663, 'USDBHD': 0.376901, 'USDOMR': 0.384998, 'USDILS': 3.68639}"
2025-04-19,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.879325, 'USDJPY': 142.384504, 'USDGBP': 0.753835, 'USDAUD': 1.565349, 'USDNZD': 1.67405, 'USDCAD': 1.384165, 'USDCHF': 0.81849, 'USDCNY': 7.30391, 'USDCNH': 7.30369, 'USDHKD': 7.763675, 'USDSGD': 1.310745, 'USDINR': 85.377504, 'USDKRW': 1418.390383, 'USDTWD': 32.524038, 'USDTHB': 33.347038, 'USDIDR': 16862.9, 'USDMYR': 4.407504, 'USDPHP': 56.712504, 'USDVND': 25870, 'USDBRL': 5.808204, 'USDMXN': 19.71941, 'USDCLP': 967.160396, 'USDCOP': 4310, 'USDARS': 1137.970104, 'USDRUB': 82.174309, 'USDZAR': 18.821904, 'USDTRY': 38.020804, 'USDAED': 3.673042, 'USDSAR': 3.752237, 'USDQAR': 3.640604, 'USDKWD': 0.30663, 'USDBHD': 0.376901, 'USDOMR': 0.384998, 'USDILS': 3.68639}"
2025-04-20,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.879325, 'USDJPY': 141.630501, 'USDGBP': 0.753835, 'USDAUD': 1.565349, 'USDNZD': 1.67843, 'USDCAD': 1.384165, 'USDCHF': 0.81849, 'USDCNY': 7.300356, 'USDCNH': 7.29782, 'USDHKD': 7.76168, 'USDSGD': 1.310745, 'USDINR': 85.3775, 'USDKRW': 1418.389895, 'USDTWD': 32.52396, 'USDTHB': 33.347048, 'USDIDR': 16862.9, 'USDMYR': 4.407501, 'USDPHP': 56.712498, 'USDVND': 25870, 'USDBRL': 5.808202, 'USDMXN': 19.70872, 'USDCLP': 967.159833, 'USDCOP': 4310, 'USDARS': 1137.970102, 'USDRUB': 82.174309, 'USDZAR': 18.839102, 'USDTRY': 38.12382, 'USDAED': 3.673014, 'USDSAR': 3.752237, 'USDQAR': 3.640599, 'USDKWD': 0.30663, 'USDBHD': 0.376901, 'USDOMR': 0.384998, 'USDILS': 3.68395}"
2025-04-21,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.868698, 'USDJPY': 140.882499, 'USDGBP': 0.747499, 'USDAUD': 1.55727, 'USDNZD': 1.666875, 'USDCAD': 1.383565, 'USDCHF': 0.809165, 'USDCNY': 7.305836, 'USDCNH': 7.293395, 'USDHKD': 7.75945, 'USDSGD': 1.305115, 'USDINR': 85.15915, 'USDKRW': 1422.640031, 'USDTWD': 32.4556, 'USDTHB': 33.060282, 'USDIDR': 16823.9, 'USDMYR': 4.4075, 'USDPHP': 56.609855, 'USDVND': 25892.5, 'USDBRL': 5.808606, 'USDMXN': 19.718305, 'USDCLP': 961.650469, 'USDCOP': 4281, 'USDARS': 1124.057803, 'USDRUB': 81.179077, 'USDZAR': 18.719299, 'USDTRY': 38.240801, 'USDAED': 3.673003, 'USDSAR': 3.751996, 'USDQAR': 3.640599, 'USDKWD': 0.30663, 'USDBHD': 0.376901, 'USDOMR': 0.384998, 'USDILS': 3.68639}"
2025-04-22,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.88099, 'USDJPY': 142.734013, 'USDGBP': 0.75345, 'USDAUD': 1.568517, 'USDNZD': 1.677585, 'USDCAD': 1.384825, 'USDCHF': 0.826195, 'USDCNY': 7.312297, 'USDCNH': 7.298595, 'USDHKD': 7.75836, 'USDSGD': 1.314005, 'USDINR': 85.23265, 'USDKRW': 1430.220135, 'USDTWD': 32.588603, 'USDTHB': 33.570038, 'USDIDR': 16862.7, 'USDMYR': 4.390986, 'USDPHP': 56.625009, 'USDVND': 25965, 'USDBRL': 5.721401, 'USDMXN': 19.619195, 'USDCLP': 952.519756, 'USDCOP': 4295.25, 'USDARS': 1103.009969, 'USDRUB': 81.525849, 'USDZAR': 18.62217, 'USDTRY': 38.283365, 'USDAED': 3.673026, 'USDSAR': 3.751095, 'USDQAR': 3.641099, 'USDKWD': 0.30576, 'USDBHD': 0.376912, 'USDOMR': 0.385014, 'USDILS': 3.682665}"
2025-04-23,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.882865, 'USDJPY': 143.229009, 'USDGBP': 0.753915, 'USDAUD': 1.571155, 'USDNZD': 1.68023, 'USDCAD': 1.387505, 'USDCHF': 0.829905, 'USDCNY': 7.287005, 'USDCNH': 7.29142, 'USDHKD': 7.75945, 'USDSGD': 1.316105, 'USDINR': 85.50015, 'USDKRW': 1427.450388, 'USDTWD': 32.547796, 'USDTHB': 33.560171, 'USDIDR': 16853, 'USDMYR': 4.390994, 'USDPHP': 56.539804, 'USDVND': 25995, 'USDBRL': 5.704897, 'USDMXN': 19.62736, 'USDCLP': 942.129978, 'USDCOP': 4302.25, 'USDARS': 1163.495244, 'USDRUB': 82.998433, 'USDZAR': 18.674394, 'USDTRY': 38.31187, 'USDAED': 3.673017, 'USDSAR': 3.751087, 'USDQAR': 3.660407, 'USDKWD': 0.306521, 'USDBHD': 0.376871, 'USDOMR': 0.38501, 'USDILS': 3.64654}"
2025-04-24,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.87941, 'USDJPY': 142.883981, 'USDGBP': 0.750435, 'USDAUD': 1.562425, 'USDNZD': 1.670245, 'USDCAD': 1.38605, 'USDCHF': 0.828825, 'USDCNY': 7.286989, 'USDCNH': 7.29337, 'USDHKD': 7.75854, 'USDSGD': 1.312365, 'USDINR': 85.23115, 'USDKRW': 1431.05954, 'USDTWD': 32.450598, 'USDTHB': 33.400631, 'USDIDR': 16793.8, 'USDMYR': 4.37298, 'USDPHP': 56.440045, 'USDVND': 26029, 'USDBRL': 5.680202, 'USDMXN': 19.602997, 'USDCLP': 937.240041, 'USDCOP': 4257, 'USDARS': 1174.247099, 'USDRUB': 83.202195, 'USDZAR': 18.76845, 'USDTRY': 38.420113, 'USDAED': 3.67304, 'USDSAR': 3.751038, 'USDQAR': 3.64263, 'USDKWD': 0.30658, 'USDBHD': 0.376858, 'USDOMR': 0.38501, 'USDILS': 3.62563}"
2025-04-25,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.876804, 'USDJPY': 143.67504, 'USDGBP': 0.751089, 'USDAUD': 1.560306, 'USDNZD': 1.676165, 'USDCAD': 1.38855, 'USDCHF': 0.828304, 'USDCNY': 7.287704, 'USDCNH': 7.288835, 'USDHKD': 7.75905, 'USDSGD': 1.314104, 'USDINR': 85.38475, 'USDKRW': 1438.370383, 'USDTWD': 32.551038, 'USDTHB': 33.510369, 'USDIDR': 16804.1, 'USDMYR': 4.374039, 'USDPHP': 56.245038, 'USDVND': 26021.5, 'USDBRL': 5.690404, 'USDMXN': 19.503804, 'USDCLP': 934.950396, 'USDCOP': 4222.95, 'USDARS': 1163.684824, 'USDRUB': 82.267233, 'USDZAR': 18.68853, 'USDTRY': 38.421804, 'USDAED': 3.673042, 'USDSAR': 3.750938, 'USDQAR': 3.641038, 'USDKWD': 0.30675, 'USDBHD': 0.376883, 'USDOMR': 0.384552, 'USDILS': 3.62403}"
2025-04-26,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.877704, 'USDJPY': 143.67504, 'USDGBP': 0.751146, 'USDAUD': 1.560304, 'USDNZD': 1.676165, 'USDCAD': 1.38865, 'USDCHF': 0.828138, 'USDCNY': 7.287704, 'USDCNH': 7.288835, 'USDHKD': 7.75915, 'USDSGD': 1.314104, 'USDINR': 85.38485, 'USDKRW': 1438.370383, 'USDTWD': 32.550904, 'USDTHB': 33.510369, 'USDIDR': 16805.6, 'USDMYR': 4.374039, 'USDPHP': 56.195038, 'USDVND': 26021.5, 'USDBRL': 5.690404, 'USDMXN': 19.503804, 'USDCLP': 934.950396, 'USDCOP': 4222.95, 'USDARS': 1163.684824, 'USDRUB': 82.267233, 'USDZAR': 18.688504, 'USDTRY': 38.421804, 'USDAED': 3.673042, 'USDSAR': 3.750938, 'USDQAR': 3.641038, 'USDKWD': 0.30675, 'USDBHD': 0.376883, 'USDOMR': 0.384552, 'USDILS': 3.62403}"
2025-04-27,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.88162, 'USDJPY': 143.847997, 'USDGBP': 0.752465, 'USDAUD': 1.5669, 'USDNZD': 1.68108, 'USDCAD': 1.387225, 'USDCHF': 0.828598, 'USDCNY': 7.287704, 'USDCNH': 7.29277, 'USDHKD': 7.757065, 'USDSGD': 1.315703, 'USDINR': 85.38515, 'USDKRW': 1438.359839, 'USDTWD': 32.533977, 'USDTHB': 33.590287, 'USDIDR': 16830, 'USDMYR': 4.377499, 'USDPHP': 56.189908, 'USDVND': 26021.5, 'USDBRL': 5.686197, 'USDMXN': 19.53766, 'USDCLP': 935.749862, 'USDCOP': 4219.9, 'USDARS': 1170.507101, 'USDRUB': 82.743337, 'USDZAR': 18.69205, 'USDTRY': 38.429003, 'USDAED': 3.67305, 'USDSAR': 3.750938, 'USDQAR': 3.640982, 'USDKWD': 0.30675, 'USDBHD': 0.376883, 'USDOMR': 0.384552, 'USDILS': 3.622498}"
2025-04-28,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.87655, 'USDJPY': 142.181994, 'USDGBP': 0.744298, 'USDAUD': 1.55562, 'USDNZD': 1.67472, 'USDCAD': 1.383105, 'USDCHF': 0.821265, 'USDCNY': 7.294996, 'USDCNH': 7.284405, 'USDHKD': 7.75665, 'USDSGD': 1.30928, 'USDINR': 85.16055, 'USDKRW': 1436.880169, 'USDTWD': 32.4409, 'USDTHB': 33.350395, 'USDIDR': 16801.55, 'USDMYR': 4.362991, 'USDPHP': 56.420315, 'USDVND': 26000, 'USDBRL': 5.654405, 'USDMXN': 19.588102, 'USDCLP': 943.990459, 'USDCOP': 4217, 'USDARS': 1177.990798, 'USDRUB': 82.649709, 'USDZAR': 18.509501, 'USDTRY': 38.446598, 'USDAED': 3.673103, 'USDSAR': 3.751129, 'USDQAR': 3.645953, 'USDKWD': 0.30659, 'USDBHD': 0.376847, 'USDOMR': 0.385009, 'USDILS': 3.618102}"
2025-04-29,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.87806, 'USDJPY': 142.30403, 'USDGBP': 0.745695, 'USDAUD': 1.566199, 'USDNZD': 1.68468, 'USDCAD': 1.382785, 'USDCHF': 0.823505, 'USDCNY': 7.269501, 'USDCNH': 7.269245, 'USDHKD': 7.75885, 'USDSGD': 1.308355, 'USDINR': 85.17105, 'USDKRW': 1432.159539, 'USDTWD': 32.3367, 'USDTHB': 33.43985, 'USDIDR': 16717.55, 'USDMYR': 4.3275, 'USDPHP': 56.075006, 'USDVND': 26005, 'USDBRL': 5.6215, 'USDMXN': 19.555198, 'USDCLP': 945.690272, 'USDCOP': 4197, 'USDARS': 1165.005159, 'USDRUB': 81.999737, 'USDZAR': 18.528197, 'USDTRY': 38.504404, 'USDAED': 3.673098, 'USDSAR': 3.751026, 'USDQAR': 3.641497, 'USDKWD': 0.30622, 'USDBHD': 0.376938, 'USDOMR': 0.384987, 'USDILS': 3.62415}"
2025-04-30,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.88307, 'USDJPY': 143.016982, 'USDGBP': 0.75057, 'USDAUD': 1.55943, 'USDNZD': 1.68422, 'USDCAD': 1.379095, 'USDCHF': 0.826035, 'USDCNY': 7.27135, 'USDCNH': 7.26948, 'USDHKD': 7.755465, 'USDSGD': 1.305735, 'USDINR': 84.561197, 'USDKRW': 1424.749786, 'USDTWD': 32.047, 'USDTHB': 33.429671, 'USDIDR': 16554.05, 'USDMYR': 4.314499, 'USDPHP': 55.779948, 'USDVND': 26005, 'USDBRL': 5.674403, 'USDMXN': 19.603971, 'USDCLP': 951.229862, 'USDCOP': 4243.1, 'USDARS': 1173.082496, 'USDRUB': 82.022103, 'USDZAR': 18.582115, 'USDTRY': 38.52562, 'USDAED': 3.673011, 'USDSAR': 3.751221, 'USDQAR': 3.640992, 'USDKWD': 0.306497, 'USDBHD': 0.37691, 'USDOMR': 0.384943, 'USDILS': 3.63992}"
2025-05-01,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.88526, 'USDJPY': 145.452969, 'USDGBP': 0.75269, 'USDAUD': 1.565855, 'USDNZD': 1.691295, 'USDCAD': 1.384745, 'USDCHF': 0.829065, 'USDCNY': 7.27135, 'USDCNH': 7.27539, 'USDHKD': 7.75715, 'USDSGD': 1.31086, 'USDINR': 84.69695, 'USDKRW': 1436.104435, 'USDTWD': 32.126602, 'USDTHB': 33.519847, 'USDIDR': 16613, 'USDMYR': 4.319861, 'USDPHP': 55.888019, 'USDVND': 26005, 'USDBRL': 5.678603, 'USDMXN': 19.60455, 'USDCLP': 947.759974, 'USDCOP': 4198.84, 'USDARS': 1176.073401, 'USDRUB': 82.231233, 'USDZAR': 18.555704, 'USDTRY': 38.575115, 'USDAED': 3.673025, 'USDSAR': 3.750492, 'USDQAR': 3.655833, 'USDKWD': 0.306496, 'USDBHD': 0.378378, 'USDOMR': 0.386442, 'USDILS': 3.61543}"
2025-05-02,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.88485, 'USDJPY': 144.981504, 'USDGBP': 0.753352, 'USDAUD': 1.55135, 'USDNZD': 1.682086, 'USDCAD': 1.38215, 'USDCHF': 0.826603, 'USDCNY': 7.271604, 'USDCNH': 7.21136, 'USDHKD': 7.75006, 'USDSGD': 1.299604, 'USDINR': 84.66825, 'USDKRW': 1399.730383, 'USDTWD': 30.719304, 'USDTHB': 33.085038, 'USDIDR': 16466.95, 'USDMYR': 4.261504, 'USDPHP': 55.510375, 'USDVND': 26005, 'USDBRL': 5.656604, 'USDMXN': 19.58325, 'USDCLP': 946.150396, 'USDCOP': 4252.5, 'USDARS': 1172.024415, 'USDRUB': 82.699014, 'USDZAR': 18.38755, 'USDTRY': 38.596995, 'USDAED': 3.67302, 'USDSAR': 3.750243, 'USDQAR': 3.650038, 'USDKWD': 0.30664, 'USDBHD': 0.376664, 'USDOMR': 0.384758, 'USDILS': 3.60037}"
2025-05-03,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.88485, 'USDJPY': 144.981504, 'USDGBP': 0.753778, 'USDAUD': 1.55135, 'USDNZD': 1.682086, 'USDCAD': 1.38245, 'USDCHF': 0.827046, 'USDCNY': 7.271604, 'USDCNH': 7.21136, 'USDHKD': 7.75006, 'USDSGD': 1.299704, 'USDINR': 84.526504, 'USDKRW': 1399.903789, 'USDTWD': 30.719304, 'USDTHB': 33.085038, 'USDIDR': 16466.95, 'USDMYR': 4.261504, 'USDPHP': 55.510375, 'USDVND': 26005, 'USDBRL': 5.656604, 'USDMXN': 19.58325, 'USDCLP': 949.55991, 'USDCOP': 4268.654076, 'USDARS': 1175.525233, 'USDRUB': 82.931576, 'USDZAR': 18.38755, 'USDTRY': 38.596995, 'USDAED': 3.673042, 'USDSAR': 3.750083, 'USDQAR': 3.657835, 'USDKWD': 0.30664, 'USDBHD': 0.376664, 'USDOMR': 0.384758, 'USDILS': 3.60037}"
2025-05-04,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.88313, 'USDJPY': 144.630498, 'USDGBP': 0.753495, 'USDAUD': 1.55158, 'USDNZD': 1.68057, 'USDCAD': 1.382295, 'USDCHF': 0.824155, 'USDCNY': 7.271598, 'USDCNH': 7.210005, 'USDHKD': 7.75045, 'USDSGD': 1.297014, 'USDINR': 84.52655, 'USDKRW': 1399.873275, 'USDTWD': 30.719298, 'USDTHB': 33.060242, 'USDIDR': 16467, 'USDMYR': 4.261504, 'USDPHP': 55.638051, 'USDVND': 26005, 'USDBRL': 5.668403, 'USDMXN': 19.612899, 'USDCLP': 948.430302, 'USDCOP': 4268.65, 'USDARS': 1173.526896, 'USDRUB': 82.794251, 'USDZAR': 18.418397, 'USDTRY': 38.591265, 'USDAED': 3.67299, 'USDSAR': 3.750201, 'USDQAR': 3.657835, 'USDKWD': 0.30664, 'USDBHD': 0.377903, 'USDOMR': 0.384758, 'USDILS': 3.587698}"
2025-05-05,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.88396, 'USDJPY': 143.660501, 'USDGBP': 0.75235, 'USDAUD': 1.54777, 'USDNZD': 1.677698, 'USDCAD': 1.38228, 'USDCHF': 0.822017, 'USDCNY': 7.27125, 'USDCNH': 7.204235, 'USDHKD': 7.75045, 'USDSGD': 1.290315, 'USDINR': 84.22105, 'USDKRW': 1375.369694, 'USDTWD': 29.175014, 'USDTHB': 32.91992, 'USDIDR': 16430.4, 'USDMYR': 4.20218, 'USDPHP': 55.664993, 'USDVND': 25957.5, 'USDBRL': 5.687801, 'USDMXN': 19.688203, 'USDCLP': 939.801353, 'USDCOP': 4296.75, 'USDARS': 1202.010696, 'USDRUB': 80.501116, 'USDZAR': 18.267675, 'USDTRY': 38.615502, 'USDAED': 3.673029, 'USDSAR': 3.750325, 'USDQAR': 3.641001, 'USDKWD': 0.30661, 'USDBHD': 0.376923, 'USDOMR': 0.385001, 'USDILS': 3.610802}"
2025-05-06,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.88168, 'USDJPY': 143.040968, 'USDGBP': 0.748785, 'USDAUD': 1.537009, 'USDNZD': 1.662715, 'USDCAD': 1.377035, 'USDCHF': 0.825775, 'USDCNY': 7.21705, 'USDCNH': 7.194425, 'USDHKD': 7.75165, 'USDSGD': 1.288796, 'USDINR': 84.79345, 'USDKRW': 1375.76993, 'USDTWD': 29.992602, 'USDTHB': 32.639951, 'USDIDR': 16439.3, 'USDMYR': 4.232497, 'USDPHP': 55.419867, 'USDVND': 25963.5, 'USDBRL': 5.714299, 'USDMXN': 19.64757, 'USDCLP': 939.039978, 'USDCOP': 4302.61, 'USDARS': 1194.994797, 'USDRUB': 81.495878, 'USDZAR': 18.207298, 'USDTRY': 38.637901, 'USDAED': 3.673025, 'USDSAR': 3.750889, 'USDQAR': 3.640964, 'USDKWD': 0.30659, 'USDBHD': 0.376943, 'USDOMR': 0.384995, 'USDILS': 3.61315}"
2025-05-07,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.884497, 'USDJPY': 143.853034, 'USDGBP': 0.752325, 'USDAUD': 1.55493, 'USDNZD': 1.68369, 'USDCAD': 1.383495, 'USDCHF': 0.824005, 'USDCNY': 7.22535, 'USDCNH': 7.226545, 'USDHKD': 7.758815, 'USDSGD': 1.294465, 'USDINR': 84.81745, 'USDKRW': 1398.290105, 'USDTWD': 30.405701, 'USDTHB': 32.897792, 'USDIDR': 16506.7, 'USDMYR': 4.238976, 'USDPHP': 55.550312, 'USDVND': 25962.5, 'USDBRL': 5.746101, 'USDMXN': 19.60558, 'USDCLP': 946.530069, 'USDCOP': 4298.9, 'USDARS': 1145.000088, 'USDRUB': 80.624971, 'USDZAR': 18.265799, 'USDTRY': 38.649101, 'USDAED': 3.672967, 'USDSAR': 3.751023, 'USDQAR': 3.645449, 'USDKWD': 0.30676, 'USDBHD': 0.376978, 'USDOMR': 0.38499, 'USDILS': 3.58745}"
2025-05-08,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.89099, 'USDJPY': 146.004022, 'USDGBP': 0.755585, 'USDAUD': 1.564385, 'USDNZD': 1.695217, 'USDCAD': 1.392555, 'USDCHF': 0.831935, 'USDCNY': 7.22535, 'USDCNH': 7.24194, 'USDHKD': 7.77502, 'USDSGD': 1.30064, 'USDINR': 86.08245, 'USDKRW': 1404.850182, 'USDTWD': 30.284017, 'USDTHB': 33.049677, 'USDIDR': 16551.8, 'USDMYR': 4.280982, 'USDPHP': 55.656984, 'USDVND': 25963.5, 'USDBRL': 5.663099, 'USDMXN': 19.532575, 'USDCLP': 941.509947, 'USDCOP': 4252.65, 'USDARS': 1112.505046, 'USDRUB': 82.498942, 'USDZAR': 18.221725, 'USDTRY': 38.70804, 'USDAED': 3.673019, 'USDSAR': 3.750318, 'USDQAR': 3.641545, 'USDKWD': 0.30697, 'USDBHD': 0.376915, 'USDOMR': 0.384986, 'USDILS': 3.57426}"
2025-05-09,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.888604, 'USDJPY': 145.377504, 'USDGBP': 0.751627, 'USDAUD': 1.55885, 'USDNZD': 1.692119, 'USDCAD': 1.39435, 'USDCHF': 0.83163, 'USDCNY': 7.237304, 'USDCNH': 7.24022, 'USDHKD': 7.778675, 'USDSGD': 1.298204, 'USDINR': 85.42235, 'USDKRW': 1396.150383, 'USDTWD': 30.261404, 'USDTHB': 32.960369, 'USDIDR': 16550.45, 'USDMYR': 4.297039, 'USDPHP': 55.367038, 'USDVND': 25978.5, 'USDBRL': 5.648504, 'USDMXN': 19.43815, 'USDCLP': 934.000361, 'USDCOP': 4237.5, 'USDARS': 1126.879559, 'USDRUB': 82.455285, 'USDZAR': 18.19765, 'USDTRY': 38.771315, 'USDAED': 3.673042, 'USDSAR': 3.750833, 'USDQAR': 3.64075, 'USDKWD': 0.306704, 'USDBHD': 0.376954, 'USDOMR': 0.384771, 'USDILS': 3.54625}"
2025-05-10,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.888604, 'USDJPY': 145.377504, 'USDGBP': 0.751965, 'USDAUD': 1.55885, 'USDNZD': 1.692119, 'USDCAD': 1.39435, 'USDCHF': 0.832049, 'USDCNY': 7.237304, 'USDCNH': 7.24022, 'USDHKD': 7.778675, 'USDSGD': 1.298104, 'USDINR': 85.408504, 'USDKRW': 1396.150383, 'USDTWD': 30.261404, 'USDTHB': 32.960369, 'USDIDR': 16550.45, 'USDMYR': 4.297039, 'USDPHP': 55.367038, 'USDVND': 25978.5, 'USDBRL': 5.648504, 'USDMXN': 19.43815, 'USDCLP': 934.834955, 'USDCOP': 4237.5, 'USDARS': 1111.647519, 'USDRUB': 82.455285, 'USDZAR': 18.19765, 'USDTRY': 38.771315, 'USDAED': 3.673042, 'USDSAR': 3.750872, 'USDQAR': 3.64075, 'USDKWD': 0.306704, 'USDBHD': 0.376738, 'USDOMR': 0.384771, 'USDILS': 3.54625}"
2025-05-11,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.89053, 'USDJPY': 145.816977, 'USDGBP': 0.752555, 'USDAUD': 1.557545, 'USDNZD': 1.689235, 'USDCAD': 1.39265, 'USDCHF': 0.833845, 'USDCNY': 7.2373, 'USDCNH': 7.228055, 'USDHKD': 7.777505, 'USDSGD': 1.29779, 'USDINR': 85.40855, 'USDKRW': 1396.170184, 'USDTWD': 30.261404, 'USDTHB': 33.049733, 'USDIDR': 16550, 'USDMYR': 4.297014, 'USDPHP': 55.378963, 'USDVND': 25978.5, 'USDBRL': 5.649698, 'USDMXN': 19.44459, 'USDCLP': 934.830024, 'USDCOP': 4248.7, 'USDARS': 1129.272701, 'USDRUB': 83.522178, 'USDZAR': 18.20822, 'USDTRY': 38.745202, 'USDAED': 3.67295, 'USDSAR': 3.750898, 'USDQAR': 3.646186, 'USDKWD': 0.306695, 'USDBHD': 0.376738, 'USDOMR': 0.384771, 'USDILS': 3.542499}"
