,success,terms,privacy,timeframe,start_date,end_date,source,quotes
2025-03-21,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.91935, 'USDJPY': 149.32604, 'USDGBP': 0.773994, 'USDAUD': 1.594104, 'USDNZD': 1.744897, 'USDCAD': 1.44225, 'USDCHF': 0.883978, 'USDCNY': 7.24925, 'USDCNH': 7.257904, 'USDHKD': 7.77515, 'USDSGD': 1.333304, 'USDINR': 86.00035, 'USDKRW': 1465.880383, 'USDTWD': 32.990367, 'USDTHB': 33.740369, 'USDIDR': 16526, 'USDMYR': 4.423039, 'USDPHP': 57.340504, 'USDVND': 25605, 'USDBRL': 5.735104, 'USDMXN': 20.239204, 'USDCLP': 928.860396, 'USDCOP': 4148, 'USDARS': 1062.288118, 'USDRUB': 84.001011, 'USDZAR': 18.23251, 'USDTRY': 37.965038, 'USDAED': 3.67285, 'USDSAR': 3.75121, 'USDQAR': 3.640374, 'USDKWD': 0.30815, 'USDBHD': 0.376917, 'USDOMR': 0.384561, 'USDILS': 3.717104}"
2025-03-22,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.91935, 'USDJPY': 149.308504, 'USDGBP': 0.774054, 'USDAUD': 1.592357, 'USDNZD': 1.744409, 'USDCAD': 1.44215, 'USDCHF': 0.883969, 'USDCNY': 7.24925, 'USDCNH': 7.257904, 'USDHKD': 7.77302, 'USDSGD': 1.336331, 'USDINR': 86.018863, 'USDKRW': 1466.739794, 'USDTWD': 33.020801, 'USDTHB': 33.93779, 'USDIDR': 16521.101736, 'USDMYR': 4.420636, 'USDPHP': 57.339182, 'USDVND': 25603.401552, 'USDBRL': 5.734604, 'USDMXN': 20.23625, 'USDCLP': 928.595725, 'USDCOP': 4161.98575, 'USDARS': 1062.288118, 'USDRUB': 84.500642, 'USDZAR': 18.22985, 'USDTRY': 37.824904, 'USDAED': 3.673042, 'USDSAR': 3.750373, 'USDQAR': 3.640374, 'USDKWD': 0.308281, 'USDBHD': 0.374718, 'USDOMR': 0.384927, 'USDILS': 3.71007}"
2025-03-23,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.922915, 'USDJPY': 149.681997, 'USDGBP': 0.773745, 'USDAUD': 1.590375, 'USDNZD': 1.74078, 'USDCAD': 1.433335, 'USDCHF': 0.883025, 'USDCNY': 7.24925, 'USDCNH': 7.25005, 'USDHKD': 7.773335, 'USDSGD': 1.334985, 'USDINR': 85.9945, 'USDKRW': 1465.779674, 'USDTWD': 32.989795, 'USDTHB': 33.894496, 'USDIDR': 16526, 'USDMYR': 4.422976, 'USDPHP': 57.340498, 'USDVND': 25605, 'USDBRL': 5.7346, 'USDMXN': 20.215775, 'USDCLP': 928.595725, 'USDCOP': 4161.98575, 'USDARS': 1066.430308, 'USDRUB': 84.322721, 'USDZAR': 18.21235, 'USDTRY': 37.99726, 'USDAED': 3.672984, 'USDSAR': 3.751231, 'USDQAR': 3.636313, 'USDKWD': 0.30813, 'USDBHD': 0.374718, 'USDOMR': 0.382652, 'USDILS': 3.717349}"
2025-03-24,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.925655, 'USDJPY': 150.794502, 'USDGBP': 0.773785, 'USDAUD': 1.590985, 'USDNZD': 1.746222, 'USDCAD': 1.431675, 'USDCHF': 0.882765, 'USDCNY': 7.253504, 'USDCNH': 7.26383, 'USDHKD': 7.773935, 'USDSGD': 1.336142, 'USDINR': 85.996047, 'USDKRW': 1464.011671, 'USDTWD': 33.034867, 'USDTHB': 33.757634, 'USDIDR': 16497.190672, 'USDMYR': 4.420934, 'USDPHP': 57.3352, 'USDVND': 25589.919811, 'USDBRL': 5.762302, 'USDMXN': 20.04132, 'USDCLP': 928.480227, 'USDCOP': 4145.66, 'USDARS': 1068.550101, 'USDRUB': 84.501323, 'USDZAR': 18.254055, 'USDTRY': 37.9525, 'USDAED': 3.672968, 'USDSAR': 3.750124, 'USDQAR': 3.640134, 'USDKWD': 0.309025, 'USDBHD': 0.376924, 'USDOMR': 0.384899, 'USDILS': 3.681555}"
2025-03-25,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.927045, 'USDJPY': 149.952497, 'USDGBP': 0.77265, 'USDAUD': 1.58554, 'USDNZD': 1.744531, 'USDCAD': 1.42755, 'USDCHF': 0.882725, 'USDCNY': 7.257403, 'USDCNH': 7.266605, 'USDHKD': 7.775105, 'USDSGD': 1.33986, 'USDINR': 85.598807, 'USDKRW': 1467.17394, 'USDTWD': 33.040057, 'USDTHB': 33.984636, 'USDIDR': 16568.891465, 'USDMYR': 4.434222, 'USDPHP': 57.35155, 'USDVND': 25640.067721, 'USDBRL': 5.6999, 'USDMXN': 20.046805, 'USDCLP': 919.779806, 'USDCOP': 4103.75, 'USDARS': 1070.62989, 'USDRUB': 83.798604, 'USDZAR': 18.28154, 'USDTRY': 37.991845, 'USDAED': 3.673011, 'USDSAR': 3.750177, 'USDQAR': 3.640069, 'USDKWD': 0.308521, 'USDBHD': 0.376942, 'USDOMR': 0.384911, 'USDILS': 3.667499}"
2025-03-26,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.93097, 'USDJPY': 150.4765, 'USDGBP': 0.776565, 'USDAUD': 1.59072, 'USDNZD': 1.74882, 'USDCAD': 1.429575, 'USDCHF': 0.884235, 'USDCNY': 7.257403, 'USDCNH': 7.278455, 'USDHKD': 7.77585, 'USDSGD': 1.341305, 'USDINR': 86.09565, 'USDKRW': 1466.680196, 'USDTWD': 33.103503, 'USDTHB': 34.02011, 'USDIDR': 16636, 'USDMYR': 4.429502, 'USDPHP': 57.729771, 'USDVND': 25570, 'USDBRL': 5.73501, 'USDMXN': 20.259551, 'USDCLP': 923.619997, 'USDCOP': 4131.93, 'USDARS': 1071.105099, 'USDRUB': 84.076176, 'USDZAR': 18.284601, 'USDTRY': 38.0271, 'USDAED': 3.673011, 'USDSAR': 3.751311, 'USDQAR': 3.64075, 'USDKWD': 0.30836, 'USDBHD': 0.376963, 'USDOMR': 0.384968, 'USDILS': 3.68967}"
2025-03-27,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.925865, 'USDJPY': 150.868003, 'USDGBP': 0.77212, 'USDAUD': 1.58704, 'USDNZD': 1.743634, 'USDCAD': 1.430825, 'USDCHF': 0.881597, 'USDCNY': 7.159454, 'USDCNH': 7.267302, 'USDHKD': 7.77577, 'USDSGD': 1.339548, 'USDINR': 85.649562, 'USDKRW': 1467.53427, 'USDTWD': 33.107802, 'USDTHB': 33.998615, 'USDIDR': 16621.076702, 'USDMYR': 4.432266, 'USDPHP': 57.757089, 'USDVND': 25572.586491, 'USDBRL': 5.740797, 'USDMXN': 20.2965, 'USDCLP': 933.229791, 'USDCOP': 4168.25, 'USDARS': 1071.625058, 'USDRUB': 84.158864, 'USDZAR': 18.21252, 'USDTRY': 38.015111, 'USDAED': 3.67301, 'USDSAR': 3.749619, 'USDQAR': 3.639524, 'USDKWD': 0.308467, 'USDBHD': 0.376904, 'USDOMR': 0.38499, 'USDILS': 3.67227}"
2025-03-28,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.91865, 'USDJPY': 149.84104, 'USDGBP': 0.772469, 'USDAUD': 1.586546, 'USDNZD': 1.748557, 'USDCAD': 1.43805, 'USDCHF': 0.880803, 'USDCNY': 7.263304, 'USDCNH': 7.27038, 'USDHKD': 7.77859, 'USDSGD': 1.338594, 'USDINR': 85.647379, 'USDKRW': 1464.433804, 'USDTWD': 33.103691, 'USDTHB': 33.82809, 'USDIDR': 16595.16047, 'USDMYR': 4.431773, 'USDPHP': 57.354808, 'USDVND': 25595.767376, 'USDBRL': 5.759204, 'USDMXN': 20.36185, 'USDCLP': 929.19403, 'USDCOP': 4127.577497, 'USDARS': 1059.873341, 'USDRUB': 84.239014, 'USDZAR': 18.438204, 'USDTRY': 38.017745, 'USDAED': 3.673042, 'USDSAR': 3.750373, 'USDQAR': 3.640374, 'USDKWD': 0.30841, 'USDBHD': 0.374925, 'USDOMR': 0.384973, 'USDILS': 3.704285}"
2025-03-29,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.91865, 'USDJPY': 149.84504, 'USDGBP': 0.772469, 'USDAUD': 1.586546, 'USDNZD': 1.749322, 'USDCAD': 1.43805, 'USDCHF': 0.880769, 'USDCNY': 7.263304, 'USDCNH': 7.27038, 'USDHKD': 7.78395, 'USDSGD': 1.340104, 'USDINR': 85.539504, 'USDKRW': 1470.403789, 'USDTWD': 33.200604, 'USDTHB': 33.932038, 'USDIDR': 16604, 'USDMYR': 4.437504, 'USDPHP': 57.360375, 'USDVND': 25575, 'USDBRL': 5.759204, 'USDMXN': 20.381104, 'USDCLP': 929.19403, 'USDCOP': 4127.577497, 'USDARS': 1059.873341, 'USDRUB': 83.067738, 'USDZAR': 18.290363, 'USDTRY': 37.982804, 'USDAED': 3.673042, 'USDSAR': 3.749885, 'USDQAR': 3.607623, 'USDKWD': 0.30824, 'USDBHD': 0.372997, 'USDOMR': 0.38299, 'USDILS': 3.69072}"
2025-03-30,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.923975, 'USDJPY': 149.582501, 'USDGBP': 0.772945, 'USDAUD': 1.59185, 'USDNZD': 1.75268, 'USDCAD': 1.43125, 'USDCHF': 0.8809, 'USDCNY': 7.263303, 'USDCNH': 7.271585, 'USDHKD': 7.77875, 'USDSGD': 1.342925, 'USDINR': 85.53905, 'USDKRW': 1470.409791, 'USDTWD': 33.200798, 'USDTHB': 33.989923, 'USDIDR': 16582, 'USDMYR': 4.434503, 'USDPHP': 57.385042, 'USDVND': 25575, 'USDBRL': 5.759602, 'USDMXN': 20.384105, 'USDCLP': 929.19403, 'USDCOP': 4127.58, 'USDARS': 1066.19954, 'USDRUB': 83.561239, 'USDZAR': 18.427703, 'USDTRY': 37.981701, 'USDAED': 3.67305, 'USDSAR': 3.749885, 'USDQAR': 3.607623, 'USDKWD': 0.30824, 'USDBHD': 0.372997, 'USDOMR': 0.38299, 'USDILS': 3.690696}"
2025-03-31,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.924355, 'USDJPY': 149.918023, 'USDGBP': 0.773975, 'USDAUD': 1.602485, 'USDNZD': 1.763775, 'USDCAD': 1.439125, 'USDCHF': 0.883875, 'USDCNY': 7.257699, 'USDCNH': 7.265735, 'USDHKD': 7.779849, 'USDSGD': 1.34329, 'USDINR': 85.46835, 'USDKRW': 1473.060224, 'USDTWD': 33.254099, 'USDTHB': 33.989935, 'USDIDR': 16659, 'USDMYR': 4.437499, 'USDPHP': 57.214975, 'USDVND': 25585, 'USDBRL': 5.699905, 'USDMXN': 20.47685, 'USDCLP': 941.180459, 'USDCOP': 4184.5, 'USDARS': 1073.105197, 'USDRUB': 82.99817, 'USDZAR': 18.314305, 'USDTRY': 37.947025, 'USDAED': 3.673026, 'USDSAR': 3.7513, 'USDQAR': 3.64075, 'USDKWD': 0.30834, 'USDBHD': 0.376912, 'USDOMR': 0.384925, 'USDILS': 3.727295}"
2025-04-01,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.926325, 'USDJPY': 149.789496, 'USDGBP': 0.773835, 'USDAUD': 1.590005, 'USDNZD': 1.75038, 'USDCAD': 1.429275, 'USDCHF': 0.883598, 'USDCNY': 7.270199, 'USDCNH': 7.28027, 'USDHKD': 7.78155, 'USDSGD': 1.343995, 'USDINR': 85.61035, 'USDKRW': 1470.970507, 'USDTWD': 33.2185, 'USDTHB': 34.190262, 'USDIDR': 16735.9, 'USDMYR': 4.431502, 'USDPHP': 57.239737, 'USDVND': 25635, 'USDBRL': 5.682799, 'USDMXN': 20.3313, 'USDCLP': 946.529891, 'USDCOP': 4148.5, 'USDARS': 1072.841101, 'USDRUB': 84.499208, 'USDZAR': 18.48444, 'USDTRY': 37.965499, 'USDAED': 3.672962, 'USDSAR': 3.751225, 'USDQAR': 3.64075, 'USDKWD': 0.30832, 'USDBHD': 0.376941, 'USDOMR': 0.384977, 'USDILS': 3.695565}"
2025-04-02,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.91712, 'USDJPY': 147.9105, 'USDGBP': 0.766475, 'USDAUD': 1.59583, 'USDNZD': 1.746161, 'USDCAD': 1.42195, 'USDCHF': 0.877235, 'USDCNY': 7.268106, 'USDCNH': 7.32666, 'USDHKD': 7.783805, 'USDSGD': 1.343437, 'USDINR': 85.554357, 'USDKRW': 1471.238741, 'USDTWD': 33.248604, 'USDTHB': 34.186323, 'USDIDR': 16718.576893, 'USDMYR': 4.436466, 'USDPHP': 57.238189, 'USDVND': 25640.752098, 'USDBRL': 5.665198, 'USDMXN': 20.269755, 'USDCLP': 955.839723, 'USDCOP': 4151.25, 'USDARS': 1072.845056, 'USDRUB': 84.529386, 'USDZAR': 18.959115, 'USDTRY': 37.935026, 'USDAED': 3.673002, 'USDSAR': 3.749754, 'USDQAR': 3.640138, 'USDKWD': 0.308329, 'USDBHD': 0.376986, 'USDOMR': 0.384995, 'USDILS': 3.726465}"
2025-04-03,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.905525, 'USDJPY': 146.237004, 'USDGBP': 0.76406, 'USDAUD': 1.581525, 'USDNZD': 1.728385, 'USDCAD': 1.40835, 'USDCHF': 0.859285, 'USDCNY': 7.28155, 'USDCNH': 7.275371, 'USDHKD': 7.77805, 'USDSGD': 1.335335, 'USDINR': 85.28315, 'USDKRW': 1451.68017, 'USDTWD': 33.046104, 'USDTHB': 34.239994, 'USDIDR': 16744.7, 'USDMYR': 4.442026, 'USDPHP': 57.015025, 'USDVND': 25805, 'USDBRL': 5.632101, 'USDMXN': 19.93729, 'USDCLP': 949.560409, 'USDCOP': 4159.95, 'USDARS': 1074.37504, 'USDRUB': 83.926052, 'USDZAR': 18.754098, 'USDTRY': 38.010698, 'USDAED': 3.673006, 'USDSAR': 3.751862, 'USDQAR': 3.640989, 'USDKWD': 0.30769, 'USDBHD': 0.376896, 'USDOMR': 0.384989, 'USDILS': 3.702503}"
2025-04-04,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.91245, 'USDJPY': 146.97504, 'USDGBP': 0.776156, 'USDAUD': 1.655081, 'USDNZD': 1.786991, 'USDCAD': 1.42285, 'USDCHF': 0.860504, 'USDCNY': 7.28155, 'USDCNH': 7.295041, 'USDHKD': 7.77465, 'USDSGD': 1.345704, 'USDINR': 85.53285, 'USDKRW': 1459.510383, 'USDTWD': 33.177504, 'USDTHB': 34.403649, 'USDIDR': 16745, 'USDMYR': 4.437039, 'USDPHP': 57.385038, 'USDVND': 25805, 'USDBRL': 5.844604, 'USDMXN': 20.436704, 'USDCLP': 963.503912, 'USDCOP': 4213.53, 'USDARS': 1072.780296, 'USDRUB': 84.443694, 'USDZAR': 19.124415, 'USDTRY': 37.993904, 'USDAED': 3.673035, 'USDSAR': 3.752392, 'USDQAR': 3.6322, 'USDKWD': 0.30779, 'USDBHD': 0.376648, 'USDOMR': 0.384721, 'USDILS': 3.74336}"
2025-04-05,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.91245, 'USDJPY': 146.96104, 'USDGBP': 0.776488, 'USDAUD': 1.654807, 'USDNZD': 1.786368, 'USDCAD': 1.42275, 'USDCHF': 0.861746, 'USDCNY': 7.28155, 'USDCNH': 7.295041, 'USDHKD': 7.774655, 'USDSGD': 1.342077, 'USDINR': 85.451102, 'USDKRW': 1459.022459, 'USDTWD': 33.151749, 'USDTHB': 34.483988, 'USDIDR': 16740.681892, 'USDMYR': 4.435618, 'USDPHP': 57.269692, 'USDVND': 25779.048732, 'USDBRL': 5.844604, 'USDMXN': 20.42675, 'USDCLP': 955.539339, 'USDCOP': 4181.710376, 'USDARS': 1081.039361, 'USDRUB': 85.625205, 'USDZAR': 19.097504, 'USDTRY': 37.99602, 'USDAED': 3.673042, 'USDSAR': 3.750373, 'USDQAR': 3.640374, 'USDKWD': 0.307639, 'USDBHD': 0.376648, 'USDOMR': 0.385005, 'USDILS': 3.741565}"
2025-04-06,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.910385, 'USDJPY': 145.30101, 'USDGBP': 0.774555, 'USDAUD': 1.673601, 'USDNZD': 1.805135, 'USDCAD': 1.424955, 'USDCHF': 0.850955, 'USDCNY': 7.28155, 'USDCNH': 7.30285, 'USDHKD': 7.77245, 'USDSGD': 1.346435, 'USDINR': 85.52955, 'USDKRW': 1459.520099, 'USDTWD': 33.177499, 'USDTHB': 34.610193, 'USDIDR': 16745, 'USDMYR': 4.430204, 'USDPHP': 57.384993, 'USDVND': 25805, 'USDBRL': 5.844299, 'USDMXN': 20.633598, 'USDCLP': 955.540201, 'USDCOP': 4181.71, 'USDARS': 1078.672899, 'USDRUB': 84.659745, 'USDZAR': 19.303721, 'USDTRY': 38.005899, 'USDAED': 3.673035, 'USDSAR': 3.752799, 'USDQAR': 3.667868, 'USDKWD': 0.30779, 'USDBHD': 0.379293, 'USDOMR': 0.384721, 'USDILS': 3.743125}"
2025-04-07,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.916045, 'USDJPY': 147.803011, 'USDGBP': 0.785185, 'USDAUD': 1.66647, 'USDNZD': 1.805625, 'USDCAD': 1.42366, 'USDCHF': 0.859905, 'USDCNY': 7.308601, 'USDCNH': 7.344165, 'USDHKD': 7.768795, 'USDSGD': 1.35199, 'USDINR': 86.02715, 'USDKRW': 1470.950175, 'USDTWD': 32.995101, 'USDTHB': 34.704496, 'USDIDR': 16865.2, 'USDMYR': 4.479922, 'USDPHP': 57.389713, 'USDVND': 25800, 'USDBRL': 5.9163, 'USDMXN': 20.69225, 'USDCLP': 991.009882, 'USDCOP': 4392.25, 'USDARS': 1075.264804, 'USDRUB': 86.142877, 'USDZAR': 19.57357, 'USDTRY': 38.009597, 'USDAED': 3.672967, 'USDSAR': 3.75476, 'USDQAR': 3.641024, 'USDKWD': 0.30795, 'USDBHD': 0.376802, 'USDOMR': 0.384983, 'USDILS': 3.77915}"
2025-04-08,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.910745, 'USDJPY': 145.859499, 'USDGBP': 0.78185, 'USDAUD': 1.679335, 'USDNZD': 1.8135, 'USDCAD': 1.425395, 'USDCHF': 0.845765, 'USDCNY': 7.339299, 'USDCNH': 7.398275, 'USDHKD': 7.76993, 'USDSGD': 1.35208, 'USDINR': 85.932969, 'USDKRW': 1470.494017, 'USDTWD': 33.03309, 'USDTHB': 34.746653, 'USDIDR': 16852.692308, 'USDMYR': 4.478796, 'USDPHP': 57.330483, 'USDVND': 25793.538418, 'USDBRL': 6.014801, 'USDMXN': 20.856199, 'USDCLP': 1001.330197, 'USDCOP': 4424.25, 'USDARS': 1075.71571, 'USDRUB': 86.162468, 'USDZAR': 19.767699, 'USDTRY': 37.985095, 'USDAED': 3.673035, 'USDSAR': 3.750152, 'USDQAR': 3.639977, 'USDKWD': 0.307863, 'USDBHD': 0.376948, 'USDOMR': 0.384984, 'USDILS': 3.79445}"
2025-04-09,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.91311, 'USDJPY': 147.4095, 'USDGBP': 0.77972, 'USDAUD': 1.629365, 'USDNZD': 1.773474, 'USDCAD': 1.410485, 'USDCHF': 0.855635, 'USDCNY': 7.35005, 'USDCNH': 7.361235, 'USDHKD': 7.76125, 'USDSGD': 1.34215, 'USDINR': 86.20945, 'USDKRW': 1448.305018, 'USDTWD': 32.603098, 'USDTHB': 34.139779, 'USDIDR': 16835.25, 'USDMYR': 4.496017, 'USDPHP': 57.164499, 'USDVND': 25990, 'USDBRL': 5.819598, 'USDMXN': 20.335831, 'USDCLP': 981.529864, 'USDCOP': 4302.25, 'USDARS': 1076.281697, 'USDRUB': 86.131038, 'USDZAR': 19.42273, 'USDTRY': 37.965697, 'USDAED': 3.673047, 'USDSAR': 3.755273, 'USDQAR': 3.640497, 'USDKWD': 0.30779, 'USDBHD': 0.376938, 'USDOMR': 0.385014, 'USDILS': 3.822097}"
2025-04-10,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.888295, 'USDJPY': 143.784999, 'USDGBP': 0.769565, 'USDAUD': 1.606745, 'USDNZD': 1.739835, 'USDCAD': 1.39561, 'USDCHF': 0.820725, 'USDCNY': 7.314499, 'USDCNH': 7.3086, 'USDHKD': 7.75831, 'USDSGD': 1.32876, 'USDINR': 86.252706, 'USDKRW': 1453.039484, 'USDTWD': 32.801601, 'USDTHB': 33.820093, 'USDIDR': 16841.7, 'USDMYR': 4.454977, 'USDPHP': 57.294984, 'USDVND': 25765, 'USDBRL': 5.885803, 'USDMXN': 20.60643, 'USDCLP': 989.390286, 'USDCOP': 4370.75, 'USDARS': 1076.355901, 'USDRUB': 83.503799, 'USDZAR': 19.50054, 'USDTRY': 38.040497, 'USDAED': 3.67301, 'USDSAR': 3.754024, 'USDQAR': 3.640602, 'USDKWD': 0.30709, 'USDBHD': 0.376934, 'USDOMR': 0.385, 'USDILS': 3.75725}"
2025-04-11,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.880304, 'USDJPY': 143.510385, 'USDGBP': 0.764584, 'USDAUD': 1.590837, 'USDNZD': 1.716149, 'USDCAD': 1.38705, 'USDCHF': 0.815404, 'USDCNY': 7.292104, 'USDCNH': 7.28581, 'USDHKD': 7.75575, 'USDSGD': 1.319504, 'USDINR': 85.96715, 'USDKRW': 1421.220383, 'USDTWD': 32.377204, 'USDTHB': 33.460369, 'USDIDR': 16797.15, 'USDMYR': 4.422504, 'USDPHP': 57.004038, 'USDVND': 25757.5, 'USDBRL': 5.862604, 'USDMXN': 20.319875, 'USDCLP': 971.880396, 'USDCOP': 4281.9, 'USDARS': 1074.091897, 'USDRUB': 83.179878, 'USDZAR': 19.128375, 'USDTRY': 37.928038, 'USDAED': 3.673042, 'USDSAR': 3.754035, 'USDQAR': 3.640604, 'USDKWD': 0.30682, 'USDBHD': 0.376568, 'USDOMR': 0.384666, 'USDILS': 3.71685}"
2025-04-12,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.880304, 'USDJPY': 143.520385, 'USDGBP': 0.764409, 'USDAUD': 1.590331, 'USDNZD': 1.716149, 'USDCAD': 1.38695, 'USDCHF': 0.815472, 'USDCNY': 7.292104, 'USDCNH': 7.28581, 'USDHKD': 7.75585, 'USDSGD': 1.319604, 'USDINR': 85.97315, 'USDKRW': 1421.185039, 'USDTWD': 32.377204, 'USDTHB': 33.502038, 'USDIDR': 16797.15, 'USDMYR': 4.422504, 'USDPHP': 57.004038, 'USDVND': 25757.5, 'USDBRL': 5.862604, 'USDMXN': 20.306825, 'USDCLP': 985.229523, 'USDCOP': 4322.521016, 'USDARS': 1074.091897, 'USDRUB': 83.179878, 'USDZAR': 19.12834, 'USDTRY': 37.928038, 'USDAED': 3.673042, 'USDSAR': 3.753035, 'USDQAR': 3.63866, 'USDKWD': 0.30644, 'USDBHD': 0.376568, 'USDOMR': 0.385039, 'USDILS': 3.71685}"
2025-04-13,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.881499, 'USDJPY': 143.755026, 'USDGBP': 0.76422, 'USDAUD': 1.587302, 'USDNZD': 1.71352, 'USDCAD': 1.387325, 'USDCHF': 0.818045, 'USDCNY': 7.292097, 'USDCNH': 7.285795, 'USDHKD': 7.75545, 'USDSGD': 1.320495, 'USDINR': 86.200501, 'USDKRW': 1421.050248, 'USDTWD': 32.377037, 'USDTHB': 33.520017, 'USDIDR': 16795, 'USDMYR': 4.4225, 'USDPHP': 57.242006, 'USDVND': 25757.5, 'USDBRL': 5.867799, 'USDMXN': 20.276499, 'USDCLP': 971.760155, 'USDCOP': 4278.8, 'USDARS': 1075.732198, 'USDRUB': 84.854469, 'USDZAR': 19.131603, 'USDTRY': 37.9901, 'USDAED': 3.673026, 'USDSAR': 3.757258, 'USDQAR': 3.644836, 'USDKWD': 0.30644, 'USDBHD': 0.377217, 'USDOMR': 0.385329, 'USDILS': 3.71882}"
2025-04-14,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.88189, 'USDJPY': 143.193972, 'USDGBP': 0.75909, 'USDAUD': 1.582425, 'USDNZD': 1.704725, 'USDCAD': 1.390085, 'USDCHF': 0.816065, 'USDCNY': 7.34846, 'USDCNH': 7.31087, 'USDHKD': 7.75613, 'USDSGD': 1.319097, 'USDINR': 86.117859, 'USDKRW': 1419.213313, 'USDTWD': 32.403946, 'USDTHB': 33.45346, 'USDIDR': 16789.158933, 'USDMYR': 4.423707, 'USDPHP': 57.173316, 'USDVND': 25720.080621, 'USDBRL': 5.855698, 'USDMXN': 20.08906, 'USDCLP': 966.429539, 'USDCOP': 4309.25, 'USDARS': 1196.149851, 'USDRUB': 83.250195, 'USDZAR': 18.85235, 'USDTRY': 38.033895, 'USDAED': 3.673029, 'USDSAR': 3.749619, 'USDQAR': 3.639903, 'USDKWD': 0.30696, 'USDBHD': 0.376873, 'USDOMR': 0.38506, 'USDILS': 3.684775}"
2025-04-15,True,https://currencylayer.com/terms,https://currencylayer.com/privacy,True,2025-03-01,2025-10-06,USD,"{'USDEUR': 0.88556, 'USDJPY': 143.216998, 'USDGBP': 0.75585, 'USDAUD': 1.57797, 'USDNZD': 1.697173, 'USDCAD': 1.39587, 'USDCHF': 0.820885, 'USDCNY': 7.34846, 'USDCNH': 7.32213, 'USDHKD': 7.757365, 'USDSGD': 1.31631, 'USDINR': 86.040769, 'USDKRW': 1423.08398, 'USDTWD': 32.370631, 'USDTHB': 33.579294, 'USDIDR': 16807.80372, 'USDMYR': 4.414562, 'USDPHP': 57.047826, 'USDVND': 25794.219208, 'USDBRL': 5.886103, 'USDMXN': 20.12991, 'USDCLP': 969.450049, 'USDCOP': 4351, 'USDARS': 1198.2617, 'USDRUB': 82.252434, 'USDZAR': 19.039099, 'USDTRY': 38.12791, 'USDAED': 3.673023, 'USDSAR': 3.749674, 'USDQAR': 3.639818, 'USDKWD': 0.306695, 'USDBHD': 0.376936, 'USDOMR': 0.384981, 'USDILS': 3.696042}"
